image_path,frame,speed
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/48.jpg,48,27.396007
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/49.jpg,49,27.35751
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/50.jpg,50,27.365647
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/51.jpg,51,27.347638
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/52.jpg,52,27.302128
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/53.jpg,53,27.309836
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/54.jpg,54,27.266277
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/55.jpg,55,27.266066
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/56.jpg,56,27.238097
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/57.jpg,57,27.239031
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/58.jpg,58,27.227439
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/59.jpg,59,27.209839
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/60.jpg,60,27.224821
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/61.jpg,61,27.181666
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/62.jpg,62,27.170096
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/63.jpg,63,27.15459
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/64.jpg,64,27.104113
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/65.jpg,65,27.081358
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/66.jpg,66,27.071874
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/67.jpg,67,27.073267
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/68.jpg,68,27.039336
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/69.jpg,69,27.041493
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/70.jpg,70,27.018145
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/71.jpg,71,27.009551
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/72.jpg,72,26.996247
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/73.jpg,73,26.954839
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/74.jpg,74,26.968576
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/75.jpg,75,26.913075
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/76.jpg,76,26.903469
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/77.jpg,77,26.908829
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/78.jpg,78,26.860309
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/79.jpg,79,26.86931
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/80.jpg,80,26.870268
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/81.jpg,81,26.836196
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/82.jpg,82,26.836415
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/83.jpg,83,26.843831
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/84.jpg,84,26.775542
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/85.jpg,85,26.732431
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/86.jpg,86,26.730095
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/87.jpg,87,26.73078
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/88.jpg,88,26.708966
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/89.jpg,89,26.692341
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/90.jpg,90,26.690703
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/91.jpg,91,26.646072
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/92.jpg,92,26.644104
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/93.jpg,93,26.627146
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/94.jpg,94,26.569781
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/95.jpg,95,26.564525
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/96.jpg,96,26.577363
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/97.jpg,97,26.535204
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/98.jpg,98,26.541647
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/99.jpg,99,26.529513
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/100.jpg,100,26.501939
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/101.jpg,101,26.50846
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/102.jpg,102,26.456369
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/103.jpg,103,26.460903
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/104.jpg,104,26.447106
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/105.jpg,105,26.444679
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/106.jpg,106,26.432169
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/107.jpg,107,26.348981
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/108.jpg,108,26.368428
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/109.jpg,109,26.328696
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/110.jpg,110,26.287243
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/111.jpg,111,26.286672
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/112.jpg,112,26.273133
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/113.jpg,113,26.258781
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/114.jpg,114,26.26402
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/115.jpg,115,26.216485
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/116.jpg,116,26.229105
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/117.jpg,117,26.205432
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/118.jpg,118,26.184952
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/119.jpg,119,26.187712
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/120.jpg,120,26.163657
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/121.jpg,121,26.115078
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/122.jpg,122,26.115793
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/123.jpg,123,26.106916
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/124.jpg,124,26.093713
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/125.jpg,125,26.026723
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/126.jpg,126,26.059682
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/127.jpg,127,26.043513
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/128.jpg,128,26.026975
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/129.jpg,129,26.036413
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/130.jpg,130,25.985965
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/131.jpg,131,25.882752
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/132.jpg,132,25.848527
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/133.jpg,133,25.92309
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/134.jpg,134,25.898218
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/135.jpg,135,25.936657
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/136.jpg,136,25.889446
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/137.jpg,137,25.881018
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/138.jpg,138,25.883611
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/139.jpg,139,25.838685
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/140.jpg,140,25.837266
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/141.jpg,141,25.76013
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/142.jpg,142,25.72661
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/143.jpg,143,25.705029
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/144.jpg,144,25.69282
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/145.jpg,145,25.694555
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/146.jpg,146,25.715744
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/147.jpg,147,25.721072
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/148.jpg,148,25.71009
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/149.jpg,149,25.675076
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/150.jpg,150,25.690365
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/151.jpg,151,25.659273
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/152.jpg,152,25.588452
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/153.jpg,153,25.587607
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/154.jpg,154,25.605106
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/155.jpg,155,25.546981
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/156.jpg,156,25.561611
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/157.jpg,157,25.520048
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/158.jpg,158,25.512851
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/159.jpg,159,25.535949
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/160.jpg,160,25.466815
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/161.jpg,161,25.468195
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/162.jpg,162,25.442955
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/163.jpg,163,25.43467
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/164.jpg,164,25.415651
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/165.jpg,165,25.376169
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/166.jpg,166,25.380297
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/167.jpg,167,25.31671
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/168.jpg,168,25.308004
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/169.jpg,169,25.307879
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/170.jpg,170,25.25791
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/171.jpg,171,25.234153
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/172.jpg,172,25.234548
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/173.jpg,173,25.16456
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/174.jpg,174,25.155528
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/175.jpg,175,25.124563
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/176.jpg,176,25.05188
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/177.jpg,177,25.069608
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/178.jpg,178,24.984767
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/179.jpg,179,24.967705
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/180.jpg,180,24.989188
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/181.jpg,181,24.92012
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/182.jpg,182,24.878731
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/183.jpg,183,24.78153
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/184.jpg,184,24.813369
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/185.jpg,185,24.765025
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/186.jpg,186,24.703236
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/187.jpg,187,24.719001
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/188.jpg,188,24.616928
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/189.jpg,189,24.599527
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/190.jpg,190,24.583681
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/191.jpg,191,24.478286
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/192.jpg,192,24.44661
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/193.jpg,193,24.425899
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/194.jpg,194,24.334192
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/195.jpg,195,24.277394
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/196.jpg,196,24.243752
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/197.jpg,197,24.166103
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/198.jpg,198,24.169954
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/199.jpg,199,24.066184
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/200.jpg,200,24.031755
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/201.jpg,201,24.00579
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/202.jpg,202,23.927473
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/203.jpg,203,23.890764
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/204.jpg,204,23.798889
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/205.jpg,205,23.841604
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/206.jpg,206,23.759881
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/207.jpg,207,23.71539
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/208.jpg,208,23.748295
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/209.jpg,209,23.647204
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/210.jpg,210,23.596707
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/211.jpg,211,23.584715
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/212.jpg,212,23.55405
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/213.jpg,213,23.472504
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/214.jpg,214,23.504016
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/215.jpg,215,23.379037
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/216.jpg,216,23.358512
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/217.jpg,217,23.260696
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/218.jpg,218,23.247885
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/219.jpg,219,23.215724
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/220.jpg,220,23.145633
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/221.jpg,221,23.102612
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/222.jpg,222,23.045069
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/223.jpg,223,23.051338
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/224.jpg,224,23.015295
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/225.jpg,225,22.881877
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/226.jpg,226,22.915834
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/227.jpg,227,22.857471
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/228.jpg,228,22.757829
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/229.jpg,229,22.801015
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/230.jpg,230,22.703557
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/231.jpg,231,22.632107
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/232.jpg,232,22.650746
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/233.jpg,233,22.539414
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/234.jpg,234,22.495062
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/235.jpg,235,22.497131
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/236.jpg,236,22.412535
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/237.jpg,237,22.305346
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/238.jpg,238,22.266352
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/239.jpg,239,22.274608
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/240.jpg,240,22.213149
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/241.jpg,241,22.111782
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/242.jpg,242,22.098621
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/243.jpg,243,22.023265
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/244.jpg,244,21.9876
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/245.jpg,245,21.96738
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/246.jpg,246,21.867499
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/247.jpg,247,21.878563
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/248.jpg,248,21.830777
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/249.jpg,249,21.724761
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/250.jpg,250,21.720484
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/251.jpg,251,21.682866
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/252.jpg,252,21.565654
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/253.jpg,253,21.630614
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/254.jpg,254,21.522918
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/255.jpg,255,21.49305
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/256.jpg,256,21.502722
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/257.jpg,257,21.393423
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/258.jpg,258,21.312005
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/259.jpg,259,21.256784
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/260.jpg,260,21.283194
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/261.jpg,261,21.170907
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/262.jpg,262,21.128252
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/263.jpg,263,21.108952
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/264.jpg,264,21.026714
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/265.jpg,265,20.997039
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/266.jpg,266,21.006357
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/267.jpg,267,20.969367
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/268.jpg,268,20.944717
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/269.jpg,269,20.942738
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/270.jpg,270,20.863276
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/271.jpg,271,20.872582
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/272.jpg,272,20.858857
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/273.jpg,273,20.820238
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/274.jpg,274,20.823964
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/275.jpg,275,20.751848
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/276.jpg,276,20.723851
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/277.jpg,277,20.729127
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/278.jpg,278,20.679543
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/279.jpg,279,20.582223
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/280.jpg,280,20.543176
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/281.jpg,281,20.562831
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/282.jpg,282,20.485892
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/283.jpg,283,20.365818
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/284.jpg,284,20.3791
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/285.jpg,285,20.319317
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/286.jpg,286,20.222046
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/287.jpg,287,20.281935
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/288.jpg,288,20.160613
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/289.jpg,289,20.137914
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/290.jpg,290,20.138333
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/291.jpg,291,20.02506
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/292.jpg,292,19.992256
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/293.jpg,293,19.911347
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/294.jpg,294,19.882995
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/295.jpg,295,19.877321
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/296.jpg,296,19.715738
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/297.jpg,297,19.649489
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/298.jpg,298,19.60541
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/299.jpg,299,19.547851
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/300.jpg,300,19.452522
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/301.jpg,301,19.356058
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/302.jpg,302,19.341933
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/303.jpg,303,19.290832
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/304.jpg,304,19.110332
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/305.jpg,305,19.19085
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/306.jpg,306,19.113866
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/307.jpg,307,19.037851
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/308.jpg,308,18.990706
/home/ubuntu/Comma/MLII_DeltaForce/data/trainingframes/309.jpg,309,18.896681
